,Description,Time,Overall CoP Displacement
618,"VR environment on, unmodified Mozart's Jupiter",17.0,47.70296680221425
619,"VR environment on, unmodified Mozart's Jupiter",18.0,46.49120652947527
620,"VR environment on, unmodified Mozart's Jupiter",19.0,49.86812908583981
621,"VR environment on, unmodified Mozart's Jupiter",20.0,50.025600433111876
622,"VR environment on, unmodified Mozart's Jupiter",21.0,49.45225526802418
623,"VR environment on, unmodified Mozart's Jupiter",22.0,48.79592946705749
624,"VR environment on, unmodified Mozart's Jupiter",23.0,48.75707603177101
625,"VR environment on, unmodified Mozart's Jupiter",24.0,48.177237748027906
626,"VR environment on, unmodified Mozart's Jupiter",25.0,49.7038041349634
627,"VR environment on, unmodified Mozart's Jupiter",26.0,50.77425184115653
628,"VR environment on, unmodified Mozart's Jupiter",27.0,50.09490182587104
629,"VR environment on, unmodified Mozart's Jupiter",28.0,49.368571919357315
630,"VR environment on, unmodified Mozart's Jupiter",29.0,49.56866172832515
631,"VR environment on, unmodified Mozart's Jupiter",30.0,47.82383754712528
632,"VR environment on, unmodified Mozart's Jupiter",31.0,48.14943557867387
633,"VR environment on, unmodified Mozart's Jupiter",32.0,47.05559760208298
634,"VR environment on, unmodified Mozart's Jupiter",33.0,47.42212177364953
635,"VR environment on, unmodified Mozart's Jupiter",34.0,47.82030598034253
636,"VR environment on, unmodified Mozart's Jupiter",35.0,45.84610871075662
637,"VR environment on, unmodified Mozart's Jupiter",36.0,45.71943051218279
638,"VR environment on, unmodified Mozart's Jupiter",37.0,46.227740019234496
639,"VR environment on, unmodified Mozart's Jupiter",38.0,44.88231812991467
640,"VR environment on, unmodified Mozart's Jupiter",39.0,45.917359225706306
641,"VR environment on, unmodified Mozart's Jupiter",40.0,47.39855247167101
642,"VR environment on, unmodified Mozart's Jupiter",41.0,47.12157747987552
643,"VR environment on, unmodified Mozart's Jupiter",42.0,47.975494658961345
644,"VR environment on, unmodified Mozart's Jupiter",43.0,47.0704297250231
645,"VR environment on, unmodified Mozart's Jupiter",44.0,47.592233036732516
646,"VR environment on, unmodified Mozart's Jupiter",45.0,45.47493384032118
647,"VR environment on, unmodified Mozart's Jupiter",46.0,45.378976690671735
648,"VR environment on, unmodified Mozart's Jupiter",47.0,45.89807041394494
649,"VR environment on, unmodified Mozart's Jupiter",48.0,47.119518663138756
650,"VR environment on, unmodified Mozart's Jupiter",49.0,46.62059737743349
651,"VR environment on, unmodified Mozart's Jupiter",50.0,46.5094553239753
652,"VR environment on, unmodified Mozart's Jupiter",51.0,48.06272400125782
653,"VR environment on, unmodified Mozart's Jupiter",52.0,46.90676968210515
654,"VR environment on, unmodified Mozart's Jupiter",53.0,48.532129958789895
655,"VR environment on, unmodified Mozart's Jupiter",54.0,47.31990334317771
656,"VR environment on, unmodified Mozart's Jupiter",55.0,46.30303091922742
657,"VR environment on, unmodified Mozart's Jupiter",56.0,46.64338051856824
658,"VR environment on, unmodified Mozart's Jupiter",57.0,46.506005590409
659,"VR environment on, unmodified Mozart's Jupiter",58.0,45.82034657507546
660,"VR environment on, unmodified Mozart's Jupiter",59.0,45.90151601551183
661,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",0.0,43.74770475206729
662,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",1.0,41.948765533915655
663,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",2.0,41.410313674538756
664,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",3.0,39.5595082332411
665,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",4.0,37.73549229790532
666,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",5.0,39.76533376320808
667,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",6.0,42.58515034966826
668,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",7.0,43.338145438412084
669,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",8.0,45.007657051922976
670,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",9.0,43.08860337725107
671,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",10.0,45.48276100398134
672,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",11.0,41.84686609392147
673,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",12.0,38.48207675932334
674,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",13.0,38.97893116850611
675,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",14.0,40.03874680185381
676,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",15.0,39.374228834436984
677,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",16.0,39.489615832680684
678,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",17.0,43.500061231612
679,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",18.0,45.97556518891942
680,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",19.0,44.93272998606434
681,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",20.0,45.74249744154135
682,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",21.0,43.75487353793028
683,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",22.0,42.42589022522556
684,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",23.0,40.13981201570001
685,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",24.0,39.862045499013725
686,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",25.0,40.35552109387047
687,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",26.0,42.0424469287326
688,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",27.0,43.689123458335224
689,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",28.0,45.051520827761316
690,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",29.0,46.83393678687342
691,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",30.0,44.96421648158086
692,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",31.0,43.894256540330126
693,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",32.0,40.93453389976538
694,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",33.0,40.44713749026994
695,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",34.0,40.55754661154981
696,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",35.0,40.168232943695656
697,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",36.0,42.54987856949368
698,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",37.0,45.79518232099826
699,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",38.0,47.142700738363835
700,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",39.0,46.158117566200545
701,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",40.0,45.595908594905204
702,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",41.0,43.81989619411546
703,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",42.0,41.04297508450539
704,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",43.0,42.38575386804461
705,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",44.0,41.95810872326347
706,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",45.0,42.035057766153216
707,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",46.0,42.09657814467202
708,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",47.0,45.45360190231286
709,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",48.0,46.29861304864728
710,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",49.0,46.01029901879277
711,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",50.0,45.67271176407622
712,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",51.0,44.99220901536075
713,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",52.0,42.80991191388666
714,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",53.0,43.48662450907042
715,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",54.0,41.76986341255464
716,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",55.0,41.972445077140875
717,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",56.0,43.23771941897529
718,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",57.0,43.294980175900555
719,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",58.0,45.72926911131115
720,"VR environment on and moving at 0.1 Hz, unmodified Mozart's Jupiter",59.0,47.4760616450889
